Iteration,n_neighbors,n_components,min_cluster_size,outliers,silhouette,davies_bouldin,meets_criteria,cluster_sizes,representative_words
1,40,5,1800,42552,0.06979354,3.451000486968784,False,"[42552, 4406, 3917, 9628, 6232]","['vendor order new help best empire free uk account need crosspost update dispute looking ticket mdma shipping question dream support', 'market empire dream vendor nightmare new scam marketplace exit apollon crosspost best order markets dreammarket berlusconi scammer cryptonia samsara banned', 'review vendor mg mdma sample crosspost lsd xanax distillate ketamine reviews product heinekenexpress cocaine cart oz vendymcvendface feedback dream pack', 'vendor weed xanax mg uk best mdma ketamine cannabis sale quality pill looking cocaine drug heroin price good usa eu', 'btc wallet credit good looking mdma lsd card coinbase cashout cryptonia coin cash drop like sub bank xmr guy got']"
1,40,5,1950,19048,0.029136835,4.043440422434931,False,"[19048, 4510, 43177]","['vendor empire new update ticket dispute help account link support dream monero pgp experience day mod need order darknet key', 'market dream empire vendor nightmare new scam exit marketplace apollon crosspost wall best order markets link cryptonia account dreammarket berlusconi', 'vendor review mdma best order uk mg weed xanax looking free crosspost new cocaine sale lsd shipping need good quality']"
1,40,10,300,32787,0.029677369,3.9179888231735673,True,"[32787, 19863, 5760, 5026, 2547, 752]","['vendor new uk mdma best free crosspost looking sale usa shipping need review lsd good dread price sample quality order', 'vendor market review empire dream weed mg new best xanax coke nightmare uk cocaine scammer mdma scam crosspost looking cannabis', 'ticket card bitcoin account monero bank carding deposit wallet key support btc pgp paypal help credit cash transfer coin drop', 'help tried anybody experience ordered heard mdma used know lsd need question recently got order bought try does vendor vouch', 'order pack dispute package shipping delivery shipped day ordering cancelled cancel nt delivered seized arrived received ordered long informed vendor', 'update updated vendor feedback upgrade order vender clearlythebest updates ctb jberg edit updating new change status stock quick list important']"
1,40,10,450,36595,0.039167345,3.464150521174095,False,"[36595, 18062, 9470, 1190, 727, 691]","['vendor new best market uk mdma empire looking help sale free crosspost need usa link lsd question shipping good dread', 'market vendor dream order bitcoin card nightmare monero bank carding account scammer btc deposit pack wallet scam package nt paypal', 'review vendor mg weed coke cocaine xanax sample cannabis mdma darknet uk drug dark free best pill crosspost web ketamine', 'empire deposit dispute order scam vendor market scammer issue exit btc banned account scamming working warning safe scammed crosspost withdrawal', 'update updated vendor feedback upgrade order updates jberg edit change updating clearlythebest status stock quick ctb list new important electrum', 'ticket support deposit help month response empire missing reply mod double open account se en day week look answered tickets']"
1,40,10,600,36137,0.041630086,3.355991638839612,False,"[36137, 19923, 5566, 3699, 723, 687]","['vendor new best free uk mdma help looking crosspost sale need usa shipping lsd dispute account question link market pgp', 'market vendor empire dream order nightmare bitcoin card carding scam bank btc scammer deposit pack account package looking exit nt', 'weed mg coke xanax cocaine vendor uk cannabis drug darknet dark best pill web mdma quality meth ketamine looking usa', 'review vendor mg mdma sample crosspost lsd xanax free reviews distillate ketamine heinekenexpress product cocaine vendymcvendface oz ug kush etizolam', 'update updated vendor feedback upgrade order updates jberg edit change updating clearlythebest status quick ctb stock list important electrum new', 'ticket support deposit help month response empire missing reply mod account open double se en day week look answered tickets']"
1,40,10,750,37247,0.04843373,3.561590781129503,False,"[37247, 19638, 3746, 2860, 2340, 904]","['vendor new free help best mdma uk update crosspost need account ticket looking dispute sale support usa shipping link question', 'market vendor empire dream weed xanax cocaine mg uk coke nightmare best mdma scammer looking scam new cannabis good sale', 'review vendor mg mdma sample crosspost lsd xanax distillate ketamine reviews heinekenexpress product cocaine oz vendymcvendface pack kush ug cart', 'card bitcoin carding bank credit wallet paypal btc cash coin account cashout transfer need method gift debit cc help drop', 'order package pack delivery shipping shipped ordering time cancelled box delivered nt vendor arrived cancel day ordered seized informed received', 'darknet dark web drug darkweb arrested police sentenced man prison net year case vendor arrest trafficking guilty alphabay operation charge']"
1,40,10,900,38609,0.053293914,3.442224610780285,True,"[38609, 15560, 4149, 3853, 2551, 2013]","['vendor new free help best mdma uk crosspost need update account looking ticket dispute sale support usa shipping question link', 'market vendor empire dream weed xanax cocaine mg uk coke nightmare best new looking cannabis scam scammer mdma ketamine sale', 'mdma lsd fuck shit got going wsm whats guy like drop cb dmt dead tor btc ddos privacy nt make', 'review vendor sample mg mdma crosspost lsd xanax distillate ketamine reviews heinekenexpress product cocaine oz vendymcvendface pack cart kush ug', 'card bitcoin carding credit wallet bank paypal coin cash btc cashout account gift need debit method cc help coinbase buy', 'order package delivery shipping pack shipped ordering time delivered cancelled arrived cancel ordered vendor nt day informed box received marked']"
1,40,10,1050,39864,0.055727124,3.362388771913255,True,"[39864, 15027, 4172, 3776, 2049, 1847]","['vendor new free help best mdma uk crosspost account need update looking ticket dispute sale support usa shipping order question', 'market vendor empire dream weed xanax mg cocaine uk nightmare best coke new cannabis looking mdma ketamine sale good scam', 'mdma lsd fuck shit going got wsm whats guy like cb drop dmt dead ddos nt dnm btc tor fucking', 'review vendor mg mdma crosspost sample lsd xanax distillate ketamine reviews cocaine heinekenexpress product vendymcvendface oz cart kush cartridge ug', 'card carding credit wallet bitcoin coin paypal btc cash bank cashout debit coinbase need method cc help account monero exchange', 'order package delivery shipping shipped pack ordering time cancelled delivered ordered day cancel vendor arrived informed nt received marked post']"
1,40,10,1200,40929,0.057771627,3.368641094920556,True,"[40929, 14267, 4297, 3930, 1885, 1427]","['vendor new best free help uk mdma account need crosspost looking update ticket dispute sale question support usa shipping order', 'market vendor empire dream weed xanax mg nightmare cocaine uk best new cannabis looking mdma sale ketamine pill good quality', 'mdma lsd shit fuck got going whats wsm guy like ddos cb drop dmt dnm nt dead fucking btc xmr', 'review vendor mg mdma sample crosspost lsd xanax distillate ketamine reviews cocaine heinekenexpress product vendymcvendface cart oz feedback kush karmaking', 'order delivery shipping package shipped ordering time pack cancelled delivered ordered vendor day cancel nt arrived informed post received placed', 'card credit wallet carding coin btc cashout debit cash bitcoin coinbase paypal bank need method cc exchange account currency monero']"
1,40,10,1350,40576,0.06810104,3.4311155110105176,True,"[40576, 8229, 6418, 5880, 3962, 1670]","['vendor new best help free uk need account mdma crosspost update looking ticket dispute market order sale support link question', 'market vendor empire dream nightmare looking new good scam crosspost scammer legit sale buyer order vendors lsd exit wsm need', 'wallet card credit btc coin cashout cash carding paypal looking mdma bank lsd coinbase debit cc method xmr bitcoin good', 'weed xanax mg cocaine vendor uk cannabis ketamine best pill quality drug mdma heroin meth new usa price sale eu', 'review vendor mg mdma sample crosspost lsd xanax distillate ketamine reviews cocaine heinekenexpress product cart feedback vendymcvendface oz dream kush', 'order delivery shipping package shipped ordering time ordered day delivered nt informed vendor arrived pack received cancelled post marked mail']"
1,40,10,1500,42389,0.07343682,3.2687711261871994,False,"[42389, 7798, 5758, 5315, 3958, 1517]","['vendor new best help free uk need crosspost mdma account looking order update dispute ticket sale scammer support question link', 'market vendor empire dream nightmare looking new good legit crosspost scam sale buyer order vendors lsd marketplace apollon exit wsm', 'wallet credit card btc coin mdma cashout lsd coinbase cash debit xmr looking bank cc drop paypal fullz good account', 'weed xanax mg uk cannabis vendor ketamine pill best cocaine quality drug mdma heroin meth new usa price sale eu', 'review vendor mg mdma sample crosspost lsd xanax distillate ketamine reviews cocaine heinekenexpress product cart dream vendymcvendface oz feedback pack', 'order delivery shipping shipped package ordering time ordered day delivered informed nt arrived received pack post mail long placed express']"
1,40,10,1650,44781,0.07365679,2.9864890908246093,False,"[44781, 4752, 3942, 5634, 2510, 5116]","['vendor order new best help uk free need crosspost account mdma looking empire shipping update dispute ticket question sale cocaine', 'market empire dream vendor nightmare new scam order marketplace exit apollon crosspost best markets account dreammarket berlusconi scammer cryptonia samsara', 'review vendor mg mdma sample crosspost lsd xanax distillate reviews ketamine cocaine heinekenexpress product dream cart vendymcvendface oz karmaking kush', 'wallet btc credit card coin mdma lsd cashout cash coinbase good looking xmr debit fullz drop shit cc bank got', 'vendor looking good sale buyer legit lsd selling seller sell vendors need cc domestic wsm mdma supplier vending crosspost shop', 'xanax weed mg uk ketamine cannabis vendor pill best quality drug mdma cocaine heroin meth new price usa sale adderall']"
1,40,10,1800,19503,0.029171336,4.305426486414669,False,"[19503, 5081, 42151]","['vendor update new ticket dispute help support account empire link dream pgp monero experience day need mod key question darknet', 'market empire dream vendor nightmare new scam link order exit crosspost marketplace apollon best wall working account cryptonia markets scammer', 'vendor review order uk mdma best mg weed xanax looking free cocaine new crosspost sale lsd shipping need good quality']"
1,40,10,1950,21188,0.029929345,4.026421414841192,False,"[21188, 4478, 41069]","['vendor empire new update ticket dispute help link support account dream pgp monero need experience day order mod darknet best', 'market dream empire vendor nightmare new scam exit marketplace crosspost wall apollon best order markets cryptonia account dreammarket scammer berlusconi', 'vendor review order uk mdma best mg weed xanax looking free cocaine crosspost new sale lsd shipping need good quality']"
1,40,15,300,33309,0.025618786,3.8735626516341966,True,"[33309, 19333, 7788, 5209, 736, 360]","['vendor new mdma uk best free crosspost looking sale review usa shipping need lsd good cocaine order price quality dread', 'vendor market review empire dream weed mg new nightmare coke best xanax uk scammer scam cocaine mdma crosspost looking cannabis', 'order ticket bitcoin card account monero bank deposit carding wallet dispute btc pack support package paypal help credit drop cash', 'help anybody tried experience ordered heard used mdma know lsd need recently question order got bought try vouch does vendor', 'update updated vendor feedback upgrade order updates ctb jberg edit clearlythebest change updating stock quick new status list vender electrum', 'key pgp public lost add profile keys vendor changed nt account change private new fa message market ca help decrypt']"
1,40,15,450,36576,0.038649026,3.4622464763982763,False,"[36576, 18291, 9253, 1203, 721, 691]","['vendor new best market uk mdma empire looking help free sale crosspost need usa link lsd question shipping good price', 'market vendor dream order bitcoin card nightmare monero bank carding account btc deposit scammer pack wallet scam package nt paypal', 'review vendor weed mg coke xanax cocaine cannabis sample mdma uk darknet free dark drug best pill crosspost web ketamine', 'empire deposit dispute vendor order scam market account scammer issue exit btc banned scamming working scammed safe crosspost warning withdrawal', 'update updated feedback upgrade vendor order updates change edit clearlythebest ctb updating jberg quick status list electrum new stock pack', 'ticket support deposit help month response empire missing reply mod open account double se en day week look answered dispute']"
1,40,15,600,35336,0.040883154,3.4479058598943135,False,"[35336, 18078, 10747, 1172, 718, 684]","['vendor new market best free empire mdma help uk looking crosspost need sale link account usa dispute question lsd pgp', 'market vendor dream order card bitcoin nightmare carding bank pack btc scammer scam deposit package looking wallet paypal nt account', 'review vendor weed mg xanax cocaine coke uk mdma drug cannabis best ketamine pill darknet dark meth crosspost quality heroin', 'empire deposit dispute order vendor scam issue scammer exit account btc banned scamming working market safe crosspost scammed going withdrawal', 'update updated feedback upgrade vendor order updates edit change clearlythebest ctb updating jberg quick status list electrum new stock pack', 'ticket support deposit help month response empire missing reply mod open double account se en day week look answered dispute']"
